spot no	proSPK-BC1	proSPK-BC2	pro35S-C1	pro35S-C2	empty vector1	empty vector2	empty vector3	empty vector4
12	0.002577536	0.005364624	0.005327104	0.004009084	0.007456385	0.00635875	0.005959702	0.005854594
13	0.2626196	0.2286238	0.2110148	0.2737956	0.2956203	0.1995603	0.3396004	0.2223371
14	0.3138447	0.3089713	0.2630602	0.3536165	0.118158	0.1834656	0.0687179	0.131086
15	0.002559733	0.005353921	0.005353595	0.004028741	0.007423547	0.006355361	0.005990645	0.005866628
16	1.705009	1.69907	1.521122	1.937138	2.065776	1.694871	1.554062	1.864423
17	0.05840479	0.05420496	0.04939235	0.0631217	0.07196348	0.0992485	0.02138527	0.02688086
18	0.5585629	0.5586411	0.5062039	0.6158025	0.3844619	0.449386	0.370639	0.5714197
19	0.04258408	0.03409713	0.03457497	0.04251734	0.06156235	0.04861298	0.06289026	0.04430253
20	0.002547201	0.005350519	0.005393846	0.004082013	0.007417443	0.006372016	0.007435025	0.00592616
21	3.700663	3.710363	3.274109	4.407363	3.921612	4.188846	2.770501	4.447383
22	0.01788842	0.0138728	0.01568807	0.01818484	0.02980083	0.02244705	0.03009856	0.02246852
23	1.927004	1.808074	1.683989	2.093658	1.853052	1.378514	1.393347	1.768879
24	0.2417365	0.2443919	0.2109204	0.2694594	0.2070327	0.03479545	0.07446698	0.04125619
25	0.002552547	0.005364013	0.005456738	0.00415213	0.007458377	0.006411937	0.006113584	0.006018712
26	0.0989218	0.1042662	0.1009301	0.09681544	0.09585827	0.07010953	0.09171744	0.06977115
27	2.824955	2.674449	2.460606	3.069791	3.043228	3.423142	2.20974	4.540142
28	0.08489489	0.07562905	0.06726723	0.08054275	0.1989707	0.03686277	0.008154418	0.03625988
29	0.03250397	0.03639517	0.02119448	0.0319688	0.02295769	0.01122974	0.01323264	0.01067681
30	1.171475	1.1086	0.9771094	1.25141	1.096759	0.9144146	1.112444	1.180845
31	0.00257556	0.005401761	0.005534896	0.004980397	0.007544266	0.006485492	0.006202343	0.006175154
32	2.417219	2.306676	2.102779	2.896047	1.931666	1.480635	1.821979	2.695505
33	1.479343	1.432884	1.237315	1.624796	0.968225	0.8522834	0.7749488	1.530887
34	0.3128431	0.3201705	0.2823241	0.3692911	0.3160087	0.3673909	0.2856154	0.4323201
36	1.687759	1.529486	1.432814	1.772713	1.649495	1.455501	1.224797	1.807161
37	5.87409	5.586847	5.15505	6.24403	5.242283	5.531867	4.229439	6.431179
38	0.01498028	0.01438335	0.0122292	0.01491152	0.0162133	0.03650417	0.03500001	0.01736011
39	0.4762898	0.4818351	0.4000649	0.4977898	0.4012427	0.3528752	0.3589506	0.5144621
40	0.04502235	0.04239766	0.04133163	0.03918489	0.03288636	0.01758118	0.02285991	0.03003162
41	0.4080017	0.3927492	0.3404127	0.4219425	0.3564722	0.4017628	0.349034	0.553896
42	0.0365739	0.03304276	0.02718707	0.03896839	0.04569538	0.04105529	0.05343114	0.08009533
43	3.749351	3.550268	3.237628	4.009385	2.237701	1.496983	1.213523	0.9113869
44	0.5588533	0.5507338	0.4732328	0.6078287	0.7596591	0.3496617	0.7271721	0.6251368
45	2.164297	2.086252	1.869664	2.184782	2.298916	2.394465	1.57965	2.718365
46	0.03528976	0.03280594	0.02547444	0.0362743	0.03797367	0.07549947	0.07320862	0.0449763
47	2.106375	2.0099	1.75005	1.898455	2.093729	1.946769	1.540923	1.292404
48	0.4182517	0.388778	0.335922	0.4109546	0.4261727	0.4264548	0.3703933	0.3701415
49	2.348113	2.223516	1.95088	2.047316	1.98414	2.024038	2.521487	2.41269
50	0.4219656	0.4034707	0.3413696	0.3755474	0.5760381	0.8477506	0.5170857	0.5341742
51	0.0218804	0.02244006	0.01438564	0.01327519	0.02755402	0.03044886	0.02063367	0.0208225
52	1.350418	1.365501	1.204969	1.357985	1.184994	1.831594	1.335829	1.79896
53	9.879146	9.044791	8.318046	8.972378	11.82253	9.250321	9.292805	6.36752
54	0.01241587	0.01616129	0.008389134	0.004614483	0.03048726	0.01388943	0.02438577	0.006660446
55	0.003847693	0.006377784	0.00590087	0.00460615	0.009416624	0.006906151	0.01356011	0.006680911
56	0.1350012	0.1929324	0.1221409	0.09434117	0.1262772	0.1516063	0.1409161	0.09233149
57	0.2668322	0.2378345	0.2200818	0.2296055	0.2903204	0.4590881	0.3993001	0.3884612
58	0.04830799	0.04232058	0.03835893	0.04008565	0.06479697	0.1000716	0.02312427	0.1014207
59	0.00585198	0.005773562	0.005972534	0.004665109	0.01507034	0.006969227	0.008598903	0.00677188
60	5.939203	5.65719	4.97532	4.477184	5.65248	3.798379	6.137701	2.444839
61	51.51939	61.15381	41.26457	22.59479	43.27264	52.18899	30.57567	17.39853
62	5.639447	5.323807	5.00888	5.473552	7.653665	5.13432	5.705879	6.563611
63	0.04918831	0.04659541	0.03892611	0.03056544	0.04815931	0.03737158	0.04043909	0.03245734
64	2.732329	2.61075	2.448606	2.504779	8.483999	12.74082	1.72547	6.556031
65	0.02423103	0.01472288	0.01329887	0.01489822	0.1823254	0.007038346	0.01930277	0.1715039
66	0.002725295	0.005859988	0.006038762	0.004788934	0.007802872	0.00705176	0.006716161	0.006971417
67	29.79507	28.37181	25.80266	26.66395	26.23144	24.75914	28.00666	29.50015
68	0.08799382	0.08957356	0.08158254	0.08122169	0.113984	0.07341713	0.0893559	0.05968438
69	5.304058	5.145387	4.607941	3.059188	6.662345	8.57961	6.189837	5.203218
70	0.09813971	0.2071358	0.07506649	0.06712827	0.08907225	0.1758199	0.1092519	0.04068397
71	3.6289	3.588306	3.055079	2.755896	2.703682	1.629641	1.943209	1.16357
72	0.1474605	0.1253467	0.1115599	0.102734	0.1283681	0.00703455	0.006830963	0.007657116
73	0.2813455	0.2596902	0.1729914	0.09046572	0.1649928	0.1573437	0.09583266	0.08372181
74	0.2239664	0.1740688	0.1166661	0.0945624	0.6506043	0.455055	0.07160639	0.1940751
96	0.9841052	0.9943069	0.8709432	1.111925	1.394995	1.135629	1.454469	1.33219
97	0.690243	0.7497112	0.6804516	0.829293	0.8267529	1.071709	0.7317176	1.104366
98	24.05511	22.67567	20.8552	26.19869	28.39247	30.85661	21.06273	37.44203
99	0.01425356	0.006797744	0.007175157	0.01357189	0.0113907	0.009344266	0.01074755	0.006008966
100	1.311759	1.244917	1.12497	1.412364	1.559606	1.282936	1.504992	0.9005525
101	0.2654366	0.2657709	0.2248011	0.3027683	0.2420557	0.2642802	0.1098331	0.1916078
102	5.902753	5.890924	5.522486	6.858061	5.235386	11.08682	8.466154	13.28534
103	3.704255	3.591308	3.374302	4.177017	4.140839	4.663823	4.34512	4.544579
104	2.942488	2.863211	2.660064	3.354944	2.719343	2.85856	2.16917	2.945967
105	0.5844893	0.583773	0.550364	0.6743714	0.5201536	0.4941082	0.6110745	0.8776173
106	2.467291	2.462992	2.210231	2.878653	3.376605	2.45684	2.934595	2.889159
107	0.01327061	0.01157294	0.01356995	0.01541429	0.007449182	0.008231231	0.008194069	0.006130104
108	0.7991708	0.8237463	0.7845293	0.9364464	0.6940273	0.6343994	1.072342	0.7249652
109	2.636886	3.062586	2.956742	3.606525	3.199101	3.783305	3.404078	3.57939
110	0.4296821	0.409672	0.3883142	0.4658395	0.4652718	0.4812668	0.4262362	0.5973938
111	1.087238	1.009574	0.9252754	1.181587	1.174563	1.285058	0.9132235	1.274604
112	0.1306658	0.1203166	0.1242089	0.1376519	0.4289877	0.3296805	0.4748044	0.1665172
113	3.466508	3.80654	3.365086	4.413554	3.382864	3.360562	3.301776	5.099782
114	0.002566453	0.005381865	0.005506319	0.004214245	0.007512226	0.006452738	0.006169772	0.00610157
115	0.09696576	0.08946162	0.07703127	0.1039929	0.06612331	0.2324217	0.08024692	0.2804666
116	2.885699	2.624377	2.396511	2.982633	3.170323	1.411004	3.452545	1.232188
118	0.2249499	0.2128528	0.1862571	0.2302991	0.3745175	0.2837338	0.3550748	0.1656993
119	1.2637	1.148223	1.093162	1.394445	1.206096	1.048634	1.088269	1.290681
120	0.5200394	0.4883612	0.479426	0.5656747	0.6115688	0.8467526	0.714128	1.063426
121	0.3309677	0.3203665	0.2936348	0.3787144	0.4167649	0.6236238	0.506613	0.8437193
122	9.714316	9.061524	8.584276	10.47382	7.372807	6.959479	6.901849	8.435455
123	1.704018	1.530214	1.451444	1.8282	1.516377	1.703576	1.165584	1.81823
124	0.09967398	0.07965779	0.07255094	0.08819333	0.09963217	0.1156857	0.08439239	0.1726493
125	12.47585	11.86133	11.36993	14.0238	14.24474	13.65693	13.95287	14.45552
126	12.34195	11.27874	10.30353	12.75002	8.514068	5.17941	5.377548	5.763384
127	16.87565	15.24912	14.68141	18.12692	14.39857	12.85455	11.02362	18.09186
128	0.4045787	0.3983992	0.3546999	0.4127666	0.4193931	0.3459123	0.4649206	0.3156724
129	2.287737	2.187737	2.050021	2.391437	1.604942	3.797555	0.08230705	4.367291
130	0.03294145	0.03924537	0.03302656	0.03124169	0.04311107	0.03777013	0.03217533	0.03962796
131	0.07856805	0.07093966	0.061618	0.0826854	0.07848404	0.03556631	0.08942454	0.05803818
132	0.08283635	0.07771567	0.06628232	0.0748872	0.09945984	0.07367848	0.06275879	0.07846682
133	0.00268021	0.005612212	0.005813241	0.004483967	0.007806439	0.02605756	0.006487125	0.008139353
134	0.2628884	0.2313656	0.223126	0.262048	0.2188329	0.04371683	0.3413609	0.07127637
136	5.735485	5.424458	5.055602	6.037752	5.442478	4.902198	4.833451	3.937203
137	0.6830391	0.6422332	0.6365978	0.6873257	0.8102725	0.8166074	0.8738351	1.027527
138	8.672249	7.864176	7.461729	8.997945	8.982114	8.466699	3.60756	6.923684
139	0.00481051	0.04201169	0.08049131	0.004588724	0.007859999	0.0511226	0.1102527	0.006651884
140	2.902771	2.899578	2.434761	2.783086	2.106355	2.213881	2.360803	1.892629
142	0.8992585	0.7851416	0.7388521	0.8321016	0.7623664	0.7632973	0.8004782	0.6929741
143	0.1505025	0.1463471	0.1228041	0.1469616	0.2991098	0.454596	0.211928	0.08694242
144	7.230612	6.604959	6.113596	7.271108	7.163887	7.487786	5.820595	6.932418
145	0.3896312	0.3607704	0.3561031	0.3482209	0.6446476	1.281723	0.5419205	0.7816852
146	2.585833	2.447107	2.261658	2.622497	2.320146	1.098507	2.567075	1.172299
147	0.5816309	0.5312464	0.5008257	0.5639406	0.5553559	0.4313345	0.4162638	0.6307173
148	3.416435	3.273034	2.971212	3.083163	3.213112	3.196464	2.573485	2.67536
149	0.00494075	0.005833895	0.006023723	0.004749866	0.007828665	0.007023285	0.006697271	0.006906075
150	31.65484	36.57361	24.75416	9.049906	24.19458	26.45222	17.71212	7.148714
151	0.005932529	0.00585532	0.006032562	0.004790367	0.007808673	0.007042069	0.006709811	0.006972811
152	0.3910945	0.3666528	0.3262448	0.1676709	0.349493	0.3651957	0.2454039	0.2402396
153	0.03178581	0.02875013	0.03874613	0.0253617	0.02379272	0.00704298	0.05711432	0.007298122
154	0.2969005	0.3878431	0.2707914	0.2853098	0.1391035	0.4040749	0.07166139	0.5052378
155	0.2387452	0.260467	0.1887922	0.2465538	0.2260972	0.5168716	0.02194194	0.4353357
156	0.3556363	0.0824337	0.08177638	0.08012508	0.4770628	0.2634491	0.1653934	0.1853315
157	0.1181358	0.01361722	0.01026088	0.0126486	0.1273381	0.007065321	0.006738499	0.007386009
158	0.1007402	0.07954583	0.07065512	0.08006119	0.04767789	0.1154541	0.01567668	0.1104349
159	0.02399286	0.02108616	0.02103917	0.02264626	0.01566993	0.007058959	0.006757194	0.009684074
181	3.986003	3.872854	3.436799	4.299582	3.954775	3.6434	4.761625	5.367709
182	0.479755	0.4454797	0.395654	0.4796116	0.4011269	0.3429874	0.3640293	0.308771
183	4.75218	4.49968	4.136377	5.247223	5.376834	6.058248	5.451744	7.729663
184	0.296507	0.2735576	0.246932	0.3024694	0.2964738	0.297547	0.2528157	0.4136614
185	0.002557021	0.005338041	0.005342683	0.004015225	0.007411662	0.006333155	0.005977126	0.005838848
186	1.484483	1.455153	1.261421	1.573988	1.147714	1.826061	0.8001498	2.187118
187	3.010873	2.842338	2.61267	3.24016	3.633684	3.902658	5.40617	3.515233
188	0.6732336	0.6335636	0.5831149	0.71848	0.5509995	0.6266742	0.5142815	0.7350959
189	0.02173462	0.01446107	0.02201849	0.02421514	0.00742357	0.03755715	0.09634702	0.03653565
190	3.318851	3.211546	2.818829	3.690357	2.969143	2.040869	2.889837	2.939042
191	4.147981	4.058776	3.703175	4.705678	4.448012	3.732173	4.377147	4.66447
192	0.1901645	0.1677688	0.1596136	0.1998651	0.2808577	0.4706185	0.2239126	0.4234929
193	0.1431618	0.1209691	0.1083734	0.13275	0.3971145	0.2248227	0.1926106	0.1316259
194	0.0121324	0.007533153	0.008571942	0.01006326	0.007455271	0.006909007	0.00610146	0.006088556
195	0.3132471	0.3009988	0.278531	0.3539135	0.1408171	0.663017	0.1773125	0.5331019
196	18.83796	17.58425	17.2723	18.80476	15.74125	27.46535	5.813307	33.07506
197	2.612907	2.470077	2.319026	2.864541	3.843059	3.343187	2.946127	2.978197
198	0.4200957	0.4022259	0.4093888	0.5100629	0.3672545	0.2171195	0.3517811	0.306618
199	51.32748	51.04824	43.81444	56.29104	47.13434	26.2216	50.52132	15.97417
200	0.4498946	0.402377	0.3745658	0.4698395	0.5969973	0.3510551	0.4295075	0.3624746
201	0.4216272	0.4052143	0.36641	0.4420998	0.3351206	0.4149023	0.4093539	0.5489975
202	19.46849	18.6063	16.869	22.17671	19.19207	17.02049	17.42946	18.68201
203	0.2973315	0.2655006	0.2674402	0.2981469	0.4238069	0.3463029	0.3750226	0.2931189
204	0.5081321	0.4786283	0.4628025	0.5118004	0.6956079	0.5770321	0.4449736	0.74387
206	14.13286	13.19408	12.52578	15.2309	13.07527	12.74797	9.03133	11.43114
207	0.03749651	0.0311173	0.02857761	0.04041113	0.04763531	0.01742695	0.00670834	0.02335744
208	10.14164	9.451251	8.862185	11.27649	9.518545	5.990084	9.30468	8.269705
209	0.002617455	0.005465119	0.005639926	0.004356623	0.008144161	0.006587028	0.006312058	0.006304757
210	0.01116518	0.006191896	0.00565695	0.007615924	0.007701405	0.006604669	0.006329572	0.006406638
211	5.418472	4.948955	4.689113	5.925739	5.659804	4.727343	2.706691	6.607043
212	1.841678	1.743887	1.595304	2.013852	3.514356	4.61471	2.019914	3.685221
213	0.5969791	0.5214144	0.501627	0.626552	0.5395711	0.4995078	0.5021757	0.5850149
214	0.002650391	0.005530709	0.005725095	0.004431682	0.007741941	0.00667761	0.006398397	0.006415026
216	0.0504837	0.05382789	0.04259949	0.04809314	0.03927062	0.05873	0.03113	0.05126271
217	3.22	2.917297	2.816881	3.458101	3.67865	3.283856	3.513217	4.685687
218	0.4607459	0.4341954	0.3823243	0.4732989	0.1948842	1.130573	0.5603496	0.2322253
219	5.905503	5.307403	5.046077	6.151114	5.093564	4.624732	3.828011	7.439884
221	0.06022229	0.05654217	0.05195298	0.06293066	0.122066	0.09017999	0.06735461	0.05310858
222	0.02850099	0.03037942	0.02410288	0.02281166	0.01965263	0.04377739	0.01275096	0.02668322
223	3.234991	2.933626	2.616562	3.429407	4.051119	2.471774	3.153221	2.720862
224	0.0142286	0.007972921	0.118046	0.006835893	0.01055374	0.0068597	0.1493483	0.006685441
225	0.01726521	0.3868896	0.04805092	0.008228609	0.015225	0.3837256	0.06474933	0.007267552
227	0.5579145	0.503148	0.4780084	0.5611646	0.5698222	0.5264722	0.460124	0.3916006
228	1.078892	0.9473606	0.995975	1.154405	1.396395	0.5478985	1.344016	0.7606925
229	3.921697	3.530645	3.374222	3.88069	3.337122	2.617008	2.991911	5.004668
230	0.3163843	0.301416	0.2736049	0.30475	0.27034	0.158864	0.183047	0.2206791
231	0.06794873	0.06107742	0.05708114	0.05311417	0.09029324	0.06268465	0.105984	0.03434279
232	0.3908593	0.3661332	0.3274102	0.3134963	0.2673787	0.2184904	0.2230128	0.1915185
233	2.19669	2.006752	1.956945	2.337645	1.25047	0.7103427	1.326279	0.9212325
234	0.1058416	0.07140264	0.07303366	0.086447	0.1622636	0.01403954	0.01875012	0.04398963
236	12.39255	11.20914	10.18383	12.28468	15.74209	16.57637	10.462	16.65259
237	2.939321	2.720953	2.588395	3.033897	2.600048	2.296957	2.395842	2.158563
238	0.003203615	0.005859465	0.005993315	0.004815279	0.007773925	0.00703936	0.01602606	0.007013552
239	0.03769135	0.03850396	0.02694724	0.01144577	0.01691794	0.04440215	0.02060114	0.03208727
240	16.39278	16.02044	14.34962	15.34956	10.14461	9.549372	9.826943	4.754065
241	1.327473	1.229807	0.9797114	1.188822	1.347931	1.450321	1.065566	1.374004
242	0.386114	0.1243558	0.1137153	0.1230359	0.3954523	0.2562805	0.2486236	0.1659125
243	1.508018	1.397424	1.265228	1.503726	2.73606	1.668382	1.724053	1.645929
244	1.744867	1.662434	1.496537	1.70731	1.422956	0.7150938	0.9093314	0.6882711
245	1.519939	1.452051	1.318763	1.495919	1.929654	0.7915696	2.14718	0.6089552
246	0.004357265	0.005892586	0.005963955	0.005062386	0.00762729	0.00705076	0.006684742	0.007439102
265	0.06678327	0.05563395	0.05332167	0.06686014	0.06722631	0.08639869	0.08301234	0.08286932
266	0.4639944	0.426094	0.3880934	0.4706411	0.5202375	0.2099288	0.3279361	0.2732627
267	0.00294525	0.005341711	0.005316464	0.003978896	0.02854273	0.01875364	0.005946066	0.006790423
268	0.1573541	0.1560518	0.1339412	0.1619329	0.1717541	0.1113885	0.1694524	0.09109135
269	0.1656657	0.15622	0.1377064	0.1654036	0.1921006	0.7954325	0.3862683	0.3780627
270	0.002553252	0.005329153	0.005341218	0.004012873	0.007401868	0.006322812	0.005975112	0.005829364
271	0.1079206	0.1008849	0.09436174	0.1204741	0.1266098	0.09503803	0.1457924	0.1519664
272	1.60549	1.53954	1.47209	1.884772	2.253073	1.435428	0.9579746	2.072445
273	0.07430546	0.06085292	0.05610532	0.07373685	0.09624104	0.1595704	0.06739016	0.08517434
274	0.002542766	0.005325736	0.005377283	0.004054	0.007395516	0.006334853	0.006018466	0.005875335
275	77.43452	96.66592	79.93613	94.87732	39.73929	17.12386	36.08044	34.19445
276	1.655302	1.613319	1.481536	1.804697	1.89374	1.618764	1.965006	2.281625
277	0.02753567	0.01981315	0.01977842	0.03018594	0.0236694	0.006348946	0.01653591	0.01329145
278	0.4173752	0.3970106	0.3488743	0.3967455	0.3799816	0.3896025	0.3590412	0.411975
279	2.153111	2.205006	2.016271	2.534897	2.697615	2.759134	2.612327	2.97451
280	1.141252	1.113798	1.007152	1.241776	0.9805289	1.111436	0.9132489	1.097731
281	2.654392	2.609787	2.388295	2.891581	2.145552	3.034136	1.415664	2.571856
282	5.48622	5.301577	4.956584	6.31581	5.795124	4.532343	4.751886	4.46072
283	0.249683	0.2408029	0.219694	0.2628342	0.3732965	0.4444233	0.3617421	0.483051
284	6.71184	6.279001	5.874544	7.364766	7.306047	7.122526	7.456436	6.605951
285	1.636597	1.529149	1.420422	1.764729	1.788591	1.614077	1.552628	2.376895
286	0.6435474	0.5506178	0.4954177	0.642169	1.202016	1.087677	0.634191	1.198515
287	38.01941	35.99699	39.45518	46.28317	83.37094	90.4352	32.0271	57.75313
288	2.9762	2.883187	2.604145	3.391007	3.485368	4.735059	2.793935	5.728573
289	17.43793	16.65905	15.40148	17.88465	14.64018	6.479068	15.84305	6.227664
290	2.132629	2.030602	1.996272	2.28471	1.72819	1.702837	2.712914	1.370238
291	0.2162029	0.1991548	0.1852728	0.2198642	0.198977	0.1940006	0.245869	0.2158937
292	0.05347522	0.04486679	0.04713416	0.05399592	0.03002691	0.006531436	0.006356881	0.006816711
293	0.56337	0.5112381	0.4627057	0.5804932	0.3925404	0.3872638	0.3960169	0.4575506
294	0.002618694	0.005462344	0.005639221	0.004355108	0.00766241	0.006582859	0.006309863	0.006299305
295	0.116371	0.09666778	0.1017242	0.1241315	0.2103779	0.301114	0.04458388	0.3510809
296	0.208115	0.1731042	0.1699793	0.2175746	0.2606451	0.3000157	0.3221176	0.1021203
297	0.07389852	0.07351365	0.05206214	0.07462115	0.08333424	0.02936171	0.05833003	0.02409108
298	0.5211013	0.5055579	0.4352376	0.5591558	0.5980975	0.6978698	0.4447921	0.8186119
299	3.404502	3.117866	2.931743	3.5986	2.509756	1.843239	1.500307	4.172558
300	9.328403	8.803599	7.999226	10.02907	13.69615	11.2486	13.31026	9.943668
301	0.04633452	0.03835109	0.03417461	0.03931467	0.07200154	0.04893429	0.02144756	0.05058186
302	0.8157364	0.730071	0.7070899	0.8211309	0.9999087	0.6323667	1.069322	0.6209303
303	0.007887263	0.008659325	0.005793273	0.006747462	0.01128923	0.007690474	0.006463805	0.02285289
304	1.12977	0.9753387	0.931013	1.107909	0.7770156	0.3256622	0.8880548	0.5443059
305	2.903327	2.661005	2.487743	3.108423	3.437492	2.478158	2.334851	3.459932
306	1.369026	1.261329	1.175056	1.397229	0.8542731	0.4010629	0.982089	0.5095001
307	0.002696707	0.005647404	0.01233974	0.004542185	0.007823545	0.006819961	0.01694497	0.006576802
308	3.467097	3.303052	2.949622	3.618524	3.241766	2.997289	3.074858	3.515567
309	11.5478	10.57419	9.849415	12.14816	15.87072	16.6929	16.06675	13.25485
311	0.2457624	0.3565674	0.217648	0.2275013	0.2628054	0.3756999	0.2200649	0.1993263
312	0.03886353	0.03172785	0.02977527	0.03778323	0.01791701	0.01123477	0.01839158	0.02764481
313	18.94751	17.24032	16.01211	17.8699	17.57053	16.83562	11.9103	19.57873
314	0.002720761	0.005751209	0.005961017	0.004644579	0.007837561	0.006933752	0.006628113	0.006734367
315	66.45005	60.37596	62.47856	64.16044	61.7751	80.07225	47.86326	85.3951
316	0.00272365	0.005778251	0.005982832	0.004677213	0.007829818	0.006961054	0.006650716	0.00678612
317	1.047459	0.952111	0.8526765	0.9227755	0.927633	0.8405256	0.7170529	1.212231
318	6.060026	5.550346	5.309387	6.314643	5.861934	5.02521	4.261881	6.257887
319	2.257146	2.100527	1.937713	2.338831	1.505299	1.592992	1.093852	2.865833
320	0.05837138	0.05683874	0.05285086	0.05316361	0.06325734	0.07710305	0.04459585	0.1484563
321	3.847163	3.411519	3.230357	3.690208	3.337889	2.772688	2.764968	2.493626
322	0.02476031	0.01061359	0.1117151	0.009376402	0.02703834	0.007021254	0.1400659	0.007083975
323	4.747365	4.447087	4.123884	5.233296	4.906072	5.248095	3.755603	6.246966
324	2.965508	3.024024	2.61773	3.124954	1.173975	5.741314	0.4209985	8.96013
325	0.02945453	0.3424338	0.006014915	0.004871259	0.01996224	0.3357523	0.006702182	0.007107661
326	0.3748314	0.005874718	0.006009711	0.005366541	0.4208051	0.0070429	0.006701511	0.007170816
327	3.988948	3.809428	3.516469	4.309451	4.393132	2.556815	3.518298	2.057375
328	0.4524954	0.4257873	0.3863163	0.4776333	0.4413726	0.4156797	0.5348293	0.5185549
329	0.1620117	0.1469021	0.1350548	0.1616526	0.1433824	0.1194182	0.138557	0.1105052
330	0.002677555	0.005884811	0.005967062	0.00503554	0.007629694	0.007041324	0.006682856	0.007391761
331	0.6603209	0.6088699	0.5722363	0.7037311	0.900269	0.87407	0.7772622	0.6828795
350	0.1304975	0.1197388	0.1003981	0.1458303	0.09729687	0.09106808	0.06887037	0.1544172
351	0.1698393	0.1430045	0.1405586	0.1510744	0.1604651	0.2165266	0.2377891	0.1224772
352	0.3984862	0.3846321	0.3439192	0.4162182	0.5542504	0.5316578	0.4135663	0.5367189
353	0.7566884	0.7087449	0.6363032	0.7815435	0.6800112	0.5136414	0.6603754	0.7436147
354	8.941407	8.294158	7.643814	9.006206	11.29429	11.69156	8.005514	22.13674
355	0.13332	0.1436151	0.1159518	0.1525573	0.03328691	0.143502	0.04452235	0.06696331
356	0.4804889	0.4479521	0.4056585	0.4807686	0.4363497	0.2442686	0.3664742	0.272418
357	1.834718	1.726521	1.584942	1.954466	2.265816	1.573114	1.814789	1.752437
358	8.93317	8.567203	7.799832	9.686237	7.600422	6.39693	6.344239	6.728723
359	0.4797677	0.4764019	0.4231886	0.5039008	0.5464153	0.5758726	0.4687854	0.627867
360	0.9611878	0.9416479	0.878769	1.068117	0.6462878	0.9354983	0.5236088	1.197401
361	13.02652	12.04893	11.6156	13.88317	11.97294	14.06371	12.31636	15.43926
362	0.7677781	0.7969768	0.6249627	0.8307278	0.5998017	0.3429638	0.4742406	0.4359164
363	0.07556713	0.07044644	0.07341676	0.07360031	0.05452327	0.04054652	0.05032209	0.03805539
364	0.002542736	0.005326736	0.005416244	0.004105816	0.007416664	0.006354801	0.006064734	0.005937997
365	0.2510673	0.2332164	0.2143091	0.2582244	0.2444511	0.2012229	0.2490269	0.3251391
366	17.1556	16.20879	15.25113	17.52468	18.53012	16.29017	12.25842	17.86021
367	0.5093043	0.4739016	0.4322463	0.492869	0.7212855	0.3601929	0.5440251	0.2941231
368	0.65426	0.6325327	0.572554	0.7028804	0.595892	0.5526145	0.5446726	0.8533693
369	0.1717695	0.1628922	0.1452888	0.175379	0.1953023	0.2275005	0.2113827	0.09851164
370	0.003694879	0.005359181	0.005488484	0.0133549	0.007502086	0.006421328	0.006147636	0.006222066
371	0.002566783	0.005366896	0.005501864	0.004212323	0.007509893	0.006435031	0.006162518	0.006087802
372	0.007336307	0.005374863	0.00551563	0.007056986	0.007544911	0.006448771	0.006177688	0.006182408
373	0.05751246	0.05712393	0.04678214	0.06025274	0.04383361	0.05506899	0.02897054	0.0557364
374	0.01689563	0.01132995	0.01040132	0.01151919	0.007582055	0.006476711	0.0084889	0.006294365
375	0.8389997	0.8090595	0.6326569	0.9507633	0.8856975	1.024219	0.439616	1.287531
376	4.702339	4.35739	4.165815	5.31985	6.356547	9.240648	5.707208	3.472486
377	28.62546	25.50446	24.72424	29.88372	38.52643	37.05495	31.68735	27.2013
378	0.4083289	0.3582213	0.3075793	0.4386508	0.2751455	0.1848517	0.1027377	0.5865427
379	0.4922939	0.4659547	0.4274593	0.5191608	0.4500223	0.3575186	0.5542701	0.4072186
380	10.95609	9.772196	9.510065	11.45631	13.66887	14.89986	10.12518	13.72077
381	2.875438	2.745512	2.575924	3.227422	2.808103	2.395473	1.607291	2.556009
382	1.154159	1.021875	0.9524173	1.127479	1.316434	1.197379	1.163252	1.082005
383	3.966744	3.678914	3.322413	4.473313	6.452719	5.202827	5.454564	0.854933
384	14.6494	13.47754	12.44409	15.35106	14.98625	13.03133	18.125	14.64091
385	0.02418773	0.02304235	0.01956543	0.02273409	0.01488968	0.01821389	0.01321591	0.02455363
386	0.824359	0.7243842	0.6737777	0.8159934	1.237089	0.9725456	0.5992313	1.108169
387	1.538656	1.418179	1.266694	1.671892	1.377718	1.26233	1.152057	1.247765
388	32.68238	30.55516	29.65322	34.57761	24.91082	22.89706	21.28231	32.66529
389	0.002676021	0.005584323	0.005779764	0.004483653	0.007786127	0.006742206	0.008885795	0.006486507
390	0.04339618	0.04623483	0.03655976	0.0491144	0.02919188	0.04839317	0.02712273	0.0533191
391	0.002686951	0.005614672	0.005826226	0.00451132	0.00780465	0.006778765	0.00649412	0.006527902
392	3.585273	3.18355	3.079403	3.771014	5.190179	5.256742	5.312943	7.706344
393	0.07908604	0.06700445	0.05543233	0.08034597	0.04760532	0.1079539	0.06693692	0.09880238
394	38.37805	34.71627	32.44391	36.54857	30.61659	28.05116	26.70877	33.96805
395	49.13217	45.53066	44.2688	49.05687	43.13704	26.1839	28.18015	29.03605
396	3.868534	3.815515	3.426911	4.301537	5.100001	2.571353	6.314251	2.589295
397	0.469069	0.4210554	0.3681953	0.4513109	0.1185062	0.3375306	0.4702151	0.6017184
398	0.04020246	0.03451139	0.02471073	0.03714135	0.05737118	0.1488026	0.0216091	0.1395863
