spot no	proSPK-BC1	proSPK-BC2	pro35S-C1	pro35S-C2	empty vector1	empty vector2	empty vector3	empty vector4
2929	2.112443	1.966827	1.848238	2.234967	2.055215	1.99213	1.636543	2.501008
2930	0.07374316	0.06090621	0.05557384	0.07580726	0.1220418	0.1318086	0.0645319	0.1464242
2931	0.002526462	0.005189941	0.005352319	0.004096842	0.00733449	0.006198495	0.005967739	0.005850966
2932	1.199946	1.09384	1.01579	1.267999	1.249716	1.309269	1.199565	1.328076
2933	0.2389081	0.196684	0.1788677	0.2252027	0.2357835	0.2111996	0.2042726	0.3866978
2934	0.002545227	0.005224934	0.005396637	0.0041367	0.007381657	0.006245416	0.006013127	0.005911672
2935	1.243399	1.113519	1.038709	1.264711	1.73295	0.9747935	1.809737	0.5495359
2936	0.8942181	0.7487726	0.7546079	0.8864388	0.6177351	3.28205	0.5930281	1.680163
2937	0.002564354	0.005267925	0.005444168	0.004176477	0.007426531	0.02476536	0.006061217	0.005972481
2938	0.4509159	0.3980327	0.4186672	0.4927232	0.4184066	0.4719652	0.3755277	0.4763014
2939	0.07893761	0.06445735	0.06197938	0.07456646	0.08975589	0.2747121	0.06900541	0.3201175
2940	0.03446486	0.02683097	0.02498223	0.03105584	0.04467394	0.09729138	0.05530153	0.03611641
2941	0.4390103	0.2010557	0.3568687	0.3882322	0.3720566	0.1946704	0.3337454	0.2147433
2942	2.517755	2.372001	2.238559	2.68461	2.786925	2.610622	2.827255	2.792389
2943	0.02374265	0.01757907	0.01216805	0.01764973	0.0121262	0.01823691	0.01440631	0.01403946
2944	3.790314	3.344324	3.185349	3.770744	4.956207	3.720099	5.388678	3.179958
2945	0.1329813	0.1124112	0.09065838	0.1307321	0.108102	0.09039523	0.05476792	0.1725064
2946	7.859032	6.875755	6.55666	8.01336	6.794272	13.03299	5.776717	7.478068
2947	2.932254	2.547491	2.43068	2.906359	1.89333	4.0309	1.420825	4.305704
2948	0.002627028	0.005420623	0.00562449	0.004334575	0.007548492	0.006478272	0.006243349	0.006218256
2949	0.2767519	0.2515655	0.2062367	0.2685305	0.1036506	0.2949956	0.0575755	0.096817
2950	0.1172767	0.09853225	0.08881999	0.1048669	0.1138249	0.0702092	0.08159901	0.06476099
2951	14.08814	12.57851	11.83639	14.70717	7.28818	1.797684	8.238615	7.973732
2952	2.384298	2.197908	2.068613	2.588058	2.020551	1.302056	1.837138	2.047911
2953	0.2082403	0.1714151	0.180703	0.1980025	0.3147324	0.2015065	0.5078361	0.2892026
2954	0.4163344	0.3684177	0.3398892	0.4098956	0.02724924	0.02359274	0.006429261	0.1147447
2955	2.253905	2.07231	1.993935	2.405856	1.998674	2.004669	2.123571	3.493024
2956	0.1413957	0.1240533	0.0950089	0.1351764	0.1075468	0.08089431	0.07386995	0.1601224
2957	0.003001437	0.005542333	0.00573837	0.004515448	0.007582148	0.006605871	0.006371527	0.006511841
2958	4.12615	3.657384	3.728743	4.420044	3.488832	6.585249	2.22124	4.623032
2959	1.446891	1.303443	1.281031	1.440451	1.770982	1.335632	1.96701	1.414315
2960	0.004904317	0.005574864	0.005758631	0.004598121	0.00758788	0.006637913	0.006402901	0.00664989
2961	0.02777658	0.01512548	0.0161922	0.01818249	0.0265314	0.01310511	0.02606353	0.02105064
2962	0.1659059	0.1584764	0.1320983	0.1468659	0.08129308	0.2203862	0.04111437	0.06744491
2964	0.1869104	0.1625514	0.1734944	0.1422649	0.1846856	0.1261673	0.1416985	0.1326636
2965	14.11273	12.53607	12.49282	15.3581	32.91121	37.99645	25.14731	28.08493
2966	1.106969	0.9898639	0.9450229	1.185176	1.050435	0.6278814	1.280593	0.6070047
2967	0.1439184	0.1406636	0.1094857	0.1640874	0.3007223	0.521298	0.1810333	1.189977
2968	0.1116776	0.1027107	0.09996149	0.1288823	0.1137744	0.08205541	0.1186924	0.0994302
2969	0.4167074	0.3936546	0.3619147	0.4053533	0.4665099	0.4539155	0.4168868	0.5338262
2970	0.002630782	0.005624761	0.005713659	0.005026886	0.007522582	0.006683962	0.00643435	0.007388542
2971	0.6169598	0.5166172	0.5429429	0.7114954	0.5970217	0.4714654	0.5656998	0.5977263
2972	6.872415	6.503469	5.878556	7.502434	4.684786	3.823452	4.25726	8.940471
2973	1.210695	1.043667	1.038071	1.475495	1.813825	1.554769	1.507554	1.74711
2974	0.2532615	0.1828372	0.1779032	0.3201686	0.2099384	0.1197706	0.1685411	0.3551038
2975	0.1658955	0.1547385	0.1255599	0.08440283	0.1748793	0.1937145	0.1660541	0.1297198
2976	1.530249	1.570205	1.504995	1.662994	1.263709	3.697674	0.8206945	3.263358
2977	4.405529	4.056763	3.846939	4.471029	3.625403	4.600487	2.026187	6.478014
2978	15.15126	14.77283	13.60773	16.42363	3.663917	1.0235	2.246849	0.4623856
2979	1.281995	1.192454	1.085569	1.277461	0.9500859	1.253874	0.9307212	1.470815
2980	9.976513	9.15601	8.306445	10.24298	11.17675	6.338471	12.90195	4.542516
2981	1.269616	1.126211	1.079702	1.305341	1.231571	0.5642318	1.262785	0.6790154
2982	5.114408	4.747853	4.487425	5.386945	5.225837	3.817349	5.773714	5.776889
2984	2.604466	2.383961	2.235028	2.60021	2.410457	2.421424	1.955199	3.12849
2985	0.08332326	0.06851887	0.05902784	0.07769235	0.05744798	0.3660012	0.03944857	0.492822
2986	0.1181366	0.0979788	0.0871401	0.109195	0.07590987	0.04262416	0.1953969	0.07720139
2987	0.2867928	0.2780661	0.2825638	0.3037433	0.3909762	0.1225251	0.6046706	0.102691
2988	0.6850795	0.6626565	0.6067798	0.7438527	0.5591571	0.5896856	0.4362816	0.7386251
2989	0.1277292	0.1168288	0.1061725	0.1331798	0.1313009	0.05339245	0.09120911	0.05218316
2990	3.583705	3.213055	3.002101	3.593324	3.737583	3.89921	3.761731	4.429566
2991	41.73747	40.31173	37.70152	45.71518	52.12849	49.17409	47.24135	39.5225
2992	0.002469846	0.005070822	0.005140975	0.003816859	0.007113228	0.005980154	0.005729479	0.005444784
2993	0.0489465	0.04497552	0.0424071	0.04721709	0.06831815	0.04623724	0.06806501	0.02993232
2994	5.664987	5.164851	4.973481	5.909704	5.127692	4.580949	4.252111	6.14063
2995	0.03470113	0.03489216	0.03744885	0.04341937	0.03121598	0.008437769	0.0230949	0.005759374
2996	1.75498	1.517229	1.519312	1.818106	1.046568	1.21059	1.163258	1.387557
2997	0.3126479	0.2812258	0.255758	0.3045034	0.2635309	0.1101373	0.04976231	0.2346782
2998	0.149238	0.1338556	0.122444	0.1317127	0.1080813	0.1705316	0.1227279	0.2405701
2999	0.002457396	0.005069368	0.005173	0.003878702	0.007110042	0.006587585	0.005769647	0.005525042
3000	74.17975	61.58989	70.12813	53.23386	48.70315	54.32804	37.85885	76.01095
3001	1.515053	1.312563	1.30453	1.464412	1.563094	1.874693	1.087398	1.511207
3002	0.02119982	0.01223732	0.01337042	0.01279997	0.02679533	0.01844726	0.02268833	0.01238762
3003	0.005976943	0.006136488	0.005201246	0.003925245	0.01204421	0.009389553	0.005803193	0.005592023
3004	2.212034	2.120223	2.050371	2.463989	1.723788	3.229916	1.987096	4.545694
3005	0.0758635	0.06996446	0.05902902	0.0826845	0.04120511	0.05831005	0.0422283	0.1049557
3006	9.631209	8.730223	8.226883	10.28204	11.50629	11.32136	12.04335	11.79674
3007	10.40842	9.364163	9.235923	11.30934	19.27973	8.780509	10.08233	12.82962
3008	1.892642	1.773302	1.659275	2.061611	1.865648	1.736994	1.729198	2.278156
3009	2.780325	2.473443	2.516733	2.916151	3.109095	2.611537	2.632049	3.480487
3010	6.935998	6.373271	6.060017	7.428498	8.528334	8.747739	7.877675	9.343849
3011	2.819281	2.579625	2.564476	3.239713	2.578057	2.30766	3.583684	4.766812
3012	0.1275069	0.1228377	0.1021368	0.1278377	0.1520374	0.6237511	0.1810295	0.2341176
3013	0.01268062	0.005563419	0.006495573	0.004760393	0.009657433	0.006148879	0.006300556	0.005807884
3014	0.002513565	0.005164568	0.005320885	0.003964292	0.007297721	0.006163355	0.005933638	0.01956925
3015	11.65762	10.32772	9.995283	11.89951	11.429	10.31865	9.96305	15.44901
3016	0.7974967	0.400775	0.3343006	0.4552191	0.886564	0.2038135	0.1562505	0.2127364
3017	2.184163	1.940843	1.846665	2.260054	1.777788	1.520156	1.467931	1.769135
3018	0.0659465	0.04548385	0.04537	0.04955417	0.0337417	0.006209034	0.006070707	0.01060327
3019	0.05770393	0.05236366	0.04741159	0.06018217	0.007390253	0.03959201	0.01586275	0.006243992
3020	4.295615	3.753097	3.659573	4.453348	5.179417	4.986873	4.707781	4.518673
3021	0.03687823	0.02865589	0.02312838	0.03674921	0.02633542	0.01120001	0.02738586	0.01622164
3022	7.53636	7.06475	7.728079	7.819879	13.27805	21.61815	30.6868	15.24371
3023	0.002569707	0.00527662	0.005457519	0.004187526	0.007434224	0.01961848	0.006072908	0.005988659
3024	0.08261141	0.06545386	0.06162611	0.0762724	0.119473	0.09048509	0.08974982	0.115498
3025	0.002582158	0.005317648	0.005491199	0.004214659	0.007460695	0.06179583	0.006106839	0.006030457
3026	3.759554	3.105928	3.21469	3.943259	4.840029	4.10862	3.743256	5.182924
3028	2.25832	1.930834	1.84069	2.265089	3.110696	3.010893	2.492312	3.12737
3029	0.08334747	0.08239938	0.06518328	0.08288236	0.06156812	0.1965986	0.05246162	0.3091039
3030	0.7082877	0.6237926	0.569319	0.6557301	1.035973	1.141233	0.7561888	0.9568889
3031	2.567129	2.074714	2.135714	2.575591	2.049717	1.705666	2.099353	2.120887
3032	2.090557	1.788792	1.741372	2.025042	1.587656	1.371607	1.311908	2.065289
3033	0.172825	0.1448583	0.1323918	0.1602878	0.07194332	0.3292045	0.2014311	0.1443687
3034	1.269629	1.11041	1.057166	1.316511	1.372019	1.41092	1.394312	1.378792
3035	16.79613	14.7985	14.39663	16.92993	15.77905	14.90552	14.95079	23.18479
3036	0.005299318	0.00546066	0.005665237	0.004222633	0.007571148	0.007936517	0.006285592	0.0409982
3037	17.33972	15.51967	14.77777	16.45777	12.90101	9.513252	11.28824	14.32836
3038	5.2798	4.571513	4.449505	5.39609	5.85661	6.158668	5.75299	7.779083
3039	1.07921	0.9292791	0.9374407	1.052705	0.9674426	1.69872	0.6106746	1.321088
3041	0.6687747	0.5107081	0.5359973	0.661183	0.6704688	0.6442567	0.4857594	0.7621659
3042	7.293459	6.28996	6.135388	7.490409	6.545151	5.615391	4.975027	6.124323
3043	2.270687	1.985076	1.914705	2.371792	2.213096	2.56578	2.030081	4.259867
3044	0.002653713	0.005560257	0.005746584	0.004575009	0.00756774	0.006620229	0.006387236	0.006611751
3045	0.0140699	0.007375766	0.005705397	0.007928058	0.03732241	0.006629822	0.02281981	0.01185741
3046	0.5104064	0.4324531	0.3952441	0.4982572	0.007418739	0.006515556	0.006495518	0.007125321
3047	0.06049617	0.0512345	0.05089989	0.05811211	0.07245371	0.02345425	0.1104243	0.0289528
3048	0.03272496	0.02970305	0.02569507	0.03170595	0.0223475	0.01357332	0.01819694	0.007115753
3049	0.781891	0.6741937	0.6885022	0.8290008	0.6467274	0.531815	0.7165916	0.8158788
3050	0.1725075	0.1564709	0.1365873	0.1720436	0.2789498	0.2896895	0.1913821	0.347273
3051	0.01927327	0.01373825	0.01451618	0.01753418	0.01754896	0.007842049	0.01834728	0.00725198
3053	3.370469	2.636767	2.743868	3.602477	2.995505	2.857415	1.525309	4.216249
3054	0.1291231	0.1289524	0.1068842	0.1394741	0.09617597	0.212308	0.1812707	0.1593725
3055	4.48394	4.020505	3.730031	4.95829	3.796144	3.577321	3.791411	5.215173
3056	6.065857	5.558401	5.176962	7.263929	5.211969	5.577058	4.793076	7.552002
3057	5.171432	4.841292	4.508018	5.541102	6.699878	6.599469	5.437482	6.252271
3058	6.825576	6.049702	5.545732	5.157517	5.936896	4.474072	4.792528	3.953177
3059	0.1615268	0.1633053	0.1416623	0.216862	0.186432	0.4550678	0.1435403	0.6890592
3062	10.79687	9.520102	8.83845	10.82154	9.618445	9.203233	9.674589	10.0249
3063	0.4922555	0.4268495	0.3786296	0.4600946	0.5988576	0.6961994	0.4432091	1.049277
3064	2.025426	1.827562	1.694542	1.926731	1.350134	0.8992891	1.355354	1.283421
3065	0.002599073	0.005137481	0.005109942	0.003832107	0.01378024	0.008527761	0.005704168	0.005535029
3066	0.02318892	0.01877089	0.01857039	0.01636931	0.03221148	0.02451971	0.0200558	0.01311348
3067	25.8964	24.85239	21.67549	27.8333	28.46407	26.04426	33.73818	23.49083
3068	0.00255409	0.005112147	0.005115008	0.003804467	0.007309962	0.006015477	0.005703196	0.005468806
3069	0.1710673	0.1493445	0.1396514	0.1510341	0.2148057	0.2178315	0.2070579	0.1686451
3070	0.5773939	0.5405581	0.5015124	0.5509233	0.5821581	0.3747985	0.4703942	0.5272653
3071	0.04023063	0.0333278	0.0293383	0.02554931	0.040333	0.03384722	0.03357828	0.02598894
3072	0.8338967	0.766914	0.6569079	0.8427526	0.9680385	0.5866313	0.7391471	0.7222908
3073	4.421475	4.147692	3.831461	4.663316	3.841966	6.075681	2.935125	5.469787
3074	0.0630143	0.05390637	0.04938359	0.05645315	0.11303	0.05914508	0.09740152	0.07374727
3075	0.05344963	0.03750911	0.03311815	0.05332689	0.1241039	0.2299154	0.1268	0.6743127
3076	0.002474492	0.005067506	0.005129437	0.005715663	0.007117325	0.005971307	0.005715265	0.005477728
3077	1.096118	0.9950768	0.8444127	1.091955	0.9839237	0.761211	0.6885365	0.9348366
3078	0.392664	0.3366644	0.3125437	0.375703	0.3072059	0.1996844	0.217251	0.2291566
3079	62.27337	63.06272	52.2327	53.29637	55.34334	54.38465	41.8816	52.44002
3080	1.016515	0.9427161	0.868425	1.0766	1.097726	1.038739	1.004748	0.9208764
3081	0.04550665	0.04240746	0.04067844	0.04655907	0.056863	0.06344736	0.03208312	0.02763976
3082	17.15387	16.26054	15.61127	17.75252	13.76943	13.52237	8.213908	18.94089
3083	0.05192167	0.03676219	0.0375826	0.04121572	0.06483822	0.02396301	0.02811526	0.02828599
3084	3.776478	3.503999	3.297918	3.938579	2.744726	2.639567	3.223413	2.637542
3085	3.389034	3.193498	2.845228	3.414672	2.545848	2.083293	2.810234	3.210941
3086	0.9200602	0.8622352	0.7846839	0.8792662	0.9861253	1.23202	0.8302737	1.705767
3087	10.23637	9.60445	8.988554	10.85849	6.292064	8.307095	4.990572	13.07421
3088	0.3110127	0.2487289	0.2643226	0.2660804	0.2971618	0.2126115	0.3255276	0.2287109
3089	0.2220828	0.193324	0.1930124	0.2204366	0.1738033	0.1470495	0.2103323	0.2093464
3090	9.179478	8.378165	7.97938	9.799993	10.32462	9.547693	8.372936	8.334114
3091	0.01113655	0.01137972	0.02091475	0.01975336	0.05536047	0.01916996	0.008638119	0.146486
3092	0.3000982	0.3347769	0.272092	0.3680854	0.1993133	0.2296297	0.1952665	0.3654905
3093	5.825856	5.378755	5.128062	6.345201	7.643705	8.502789	6.165671	7.953049
3094	1.319894	1.260761	1.192637	1.45985	2.468589	2.283902	1.546987	2.011325
3095	49.3765	47.80975	42.80647	55.21984	57.8158	47.12756	63.06718	45.26934
3096	0.2231042	0.1833763	0.1800353	0.2411896	0.08595241	0.2170122	0.03267906	0.2025095
3097	27.59688	25.00353	24.09623	27.27179	23.63291	17.55762	21.10651	26.29646
3098	0.004088186	0.005140802	0.005279039	0.0040006	0.007270393	0.006129858	0.008167126	0.009009817
3099	0.09017258	0.07668963	0.06906547	0.08959052	0.09713163	0.1050447	0.05865748	0.1479922
3100	0.1072031	0.09789492	0.09469602	0.1088314	0.09567211	0.06007649	0.09061343	0.053861
3101	0.1844076	0.1846027	0.1493009	0.2001352	0.03853965	0.006121361	0.006050934	0.006247722
3102	2.294612	2.159095	1.979637	2.497991	1.240887	2.620921	2.393603	5.0345
3103	2.110835	1.891711	1.780355	2.200436	2.373945	2.05534	1.982936	2.143037
3104	0.02196998	0.01844922	0.01268695	0.02293954	0.007377054	0.006215687	0.03960286	0.006105258
3105	3.289462	2.972356	2.747767	3.45831	3.389149	3.383543	2.885768	3.289806
3106	0.4273969	0.3522891	0.3263579	0.4160706	0.3549742	0.1935134	0.2805921	0.2408137
3107	0.002556184	0.00524426	0.005422176	0.004158943	0.007399996	0.006268457	0.006035624	0.005944064
3108	0.01600072	0.01626986	0.00883888	0.01017941	0.03571845	0.01949934	0.01950485	0.01061577
3109	0.3644934	0.323277	0.3024449	0.3417965	0.2924636	0.1800676	0.2640627	0.07171334
3110	0.1786605	0.1570021	0.1478906	0.1727394	0.2365662	0.1569185	0.2512392	0.1094693
3111	0.03923538	0.03598753	0.02780317	0.03315455	0.05852224	0.1132441	0.009947189	0.04557102
3112	0.687085	0.643977	0.593635	0.7327114	0.9103669	1.83473	0.3624095	2.121253
3113	4.107096	3.583118	3.406207	4.294865	3.490725	2.05	2.97887	2.673528
3114	10.57907	9.40619	8.912233	10.813	8.604985	6.357448	5.699615	7.228303
3115	6.083757	5.41479	4.804351	6.359553	6.466251	4.399613	5.120645	5.671995
3116	1.960003	1.700482	1.602057	1.966545	2.29938	1.878476	1.844714	1.940009
3117	10.85118	9.399279	9.3291	11.28306	8.603938	6.796578	7.550882	9.771894
3118	0.2905362	0.2540042	0.2324877	0.2714492	0.4819225	0.05860208	0.1578993	0.1359768
3119	0.1374727	0.1221413	0.1138773	0.1232794	0.1250154	0.257749	0.09750235	0.2069192
3120	0.07563483	0.06010313	0.05118274	0.05488806	0.06922448	0.04617106	0.04458942	0.04629545
3121	0.03668403	0.03161341	0.03368791	0.03850917	0.0192544	0.006487004	0.01295103	0.007636198
3122	3.747815	3.284459	3.208857	3.84916	4.207239	3.270982	3.64816	4.52616
3123	0.004295517	0.005482557	0.005624291	0.004277188	0.009393945	0.04080194	0.02593458	0.02706228
3125	0.9371594	0.8098802	0.7606605	0.9557248	1.118382	1.372066	0.9446371	1.985858
3126	0.002646658	0.005511077	0.005708952	0.004474237	0.007559583	0.006567947	0.006336316	0.006444669
3127	4.378437	3.79173	3.394624	3.366562	4.992675	2.677299	3.746625	1.602353
3128	0.1921149	0.1704266	0.1508192	0.1795036	0.1860326	0.3064197	0.1458788	0.1210672
3129	5.830692	5.140026	4.886429	5.92391	9.641195	6.128906	7.493981	6.426099
3130	5.996039	5.370693	5.15457	6.41414	5.73665	3.957465	5.774796	5.005412
3131	3.415945	2.988808	2.924461	3.648289	3.188993	1.0477	2.781111	1.245168
3132	0.1704451	0.1549615	0.1322098	0.1656668	0.04283047	0.1769473	0.006507418	0.190332
3133	0.9453612	0.8471203	0.8146652	0.9562929	1.104121	0.573851	0.6904703	0.5830308
3134	4.350174	3.919234	3.701384	4.828478	3.005529	3.643935	4.06825	4.584462
3135	3.616346	3.293238	3.133473	4.102881	3.46945	3.724639	3.109088	3.970999
3136	5.040188	4.534402	4.393906	5.708464	5.532056	3.331249	5.989544	4.801753
3137	0.5654973	0.5114766	0.4985385	0.5127701	0.6936654	0.5004533	0.5022007	0.2909106
3138	0.04191978	0.03139936	0.03201333	0.03977637	0.05868107	0.006650097	0.02570336	0.007771588
3139	0.415434	0.3700708	0.3354743	0.4267776	0.4114884	0.4247906	0.3641215	0.5287517
3140	0.07990981	0.06261285	0.05961719	0.08132655	0.3634367	0.1392324	0.04454648	0.1202761
3141	0.002622871	0.005607782	0.005685085	0.005075531	0.007509406	0.006662523	0.006414926	0.007475952
3142	0.633383	0.6029509	0.502764	0.6830053	0.6300662	0.3295035	0.5172931	0.3527376
3143	0.2050189	0.1749817	0.1958399	0.2259386	0.2009037	0.1713016	0.3560609	0.1976492
3144	0.1326277	0.1206346	0.1155445	0.1363101	0.1039185	0.08950311	0.1152618	0.1002383
3145	34.95127	31.66967	29.59861	27.50431	30.14932	32.09176	22.84233	43.25657
3146	19.67036	34.89658	24.37948	29.59326	14.37197	28.48774	16.40159	34.78501
3147	0.01217586	0.006151743	0.005794749	0.005553191	0.04295479	0.0357589	0.005706807	0.03315562
3148	0.07869936	0.06869054	0.059405	0.07335467	0.1548636	0.1086394	0.1282157	0.06413407
3149	0.002610509	0.005135231	0.005104127	0.003833601	0.007461583	0.006047954	0.005698718	0.005539714
3150	1.650623	1.56701	1.383016	1.601858	1.139618	0.8977185	1.051072	0.8102358
3151	3.36457	2.979784	2.749174	3.368491	4.736561	3.298972	3.740788	3.38028
3152	0.5046098	0.4492044	0.4152466	0.488462	0.554985	0.586313	0.495179	0.3942972
3153	0.002543719	0.005103464	0.005109901	0.003764352	0.007280808	0.01959613	0.005696072	0.007946003
3155	0.8810032	0.9702367	0.9500035	0.7260731	0.1633861	0.1961529	0.2197317	0.249102
3156	0.8656602	0.7398126	0.7195555	0.8706924	1.167181	0.8799997	1.29576	1.261598
3157	4.967973	4.686732	4.428107	5.288222	4.484786	2.722857	4.225837	3.404461
3158	0.01506491	0.007792887	0.00627217	0.01343289	0.02488705	0.0122411	0.005708873	0.0166954
3159	0.005886715	0.005065679	0.005119215	0.01020712	0.01418268	0.005964884	0.005702857	0.005534781
3160	2.119364	1.942262	1.782001	2.171356	1.78928	1.801429	1.929703	1.660144
3161	12.71422	11.17017	11.09233	13.14321	10.52563	10.32784	10.85586	17.16068
3162	0.2737575	0.2486089	0.2237986	0.2763562	0.4502923	0.9555054	0.2884818	0.8368679
3163	0.1122464	0.09515507	0.08905477	0.1107689	0.1714249	0.1095056	0.2158465	0.2232541
3164	0.08936739	0.07683752	0.07140036	0.08806163	0.03089379	0.009526594	0.1900919	0.01201572
3165	0.02501623	0.01399094	0.016844	0.01518392	0.01574284	0.01272312	0.007250327	0.01165133
3166	3.649533	3.180531	2.979734	3.943559	1.990016	0.6022963	0.4164078	2.449912
3167	2.7254	2.670885	2.220764	2.878041	3.113712	3.331184	2.434427	3.397712
3168	0.9923844	0.9194098	0.863028	1.077922	1.260391	1.199802	1.308617	1.683715
3169	2.182539	2.113094	2.009103	2.414755	2.261793	1.518312	1.875517	2.53535
3170	2.948123	2.806402	2.643258	3.158953	3.394795	3.944208	2.861773	4.466775
3171	0.4682697	0.4219051	0.3916898	0.4618013	0.6290875	0.6879163	0.5349448	0.556003
3172	8.347114	7.843112	7.421062	9.000932	9.616288	6.911069	7.376377	5.885652
3173	0.9282645	0.8845769	0.8418467	0.9984231	0.9483317	0.918895	0.8601648	0.9614611
3174	1.373466	1.224275	1.232304	1.49108	1.523344	1.013895	1.623489	1.143231
3175	0.1978761	0.1653277	0.1747736	0.1962416	0.1856383	0.05674089	0.6491617	0.03200117
3176	0.9102427	0.8099729	0.7779719	0.9507316	0.9076708	0.9063044	0.5929537	1.135435
3177	17.84712	16.97214	16.86959	17.87049	15.32554	13.99063	13.16485	14.37639
3178	0.3778649	0.4147484	0.3460741	0.5008828	0.2914936	0.3636288	0.3267498	0.5039061
3179	2.023652	1.847685	1.737986	2.112564	2.907451	2.854648	2.46877	2.824818
3180	3.993406	3.69068	3.468947	4.241473	3.979393	2.703178	4.51639	2.759118
3181	0.5136748	0.4736073	0.4532022	0.5313722	0.4773714	0.3193748	0.4021483	0.3536324
3182	44.96698	41.29562	36.93835	46.0989	57.02532	41.74659	64.84846	48.31792
3183	0.2270986	0.188309	0.2008927	0.2184513	0.2848195	0.2207789	0.4420554	0.2260655
3184	0.3528292	0.3363274	0.287273	0.3775103	0.3764097	0.4507777	0.301963	0.4693706
3185	15.75957	14.34466	14.85538	16.04521	13.56736	9.974801	15.41982	9.421349
3186	0.108143	0.08053614	0.0716831	0.1050575	0.1450052	0.006699765	0.006029628	0.009045707
3187	0.1402934	0.1351439	0.1409839	0.1592015	0.1192358	0.1190907	0.0876711	0.1622315
3188	0.03164605	0.02265931	0.01740059	0.03332024	0.04067143	0.006192547	0.006014542	0.03220844
3189	0.8575143	0.8352736	0.7673958	0.9665776	0.9036523	0.630153	0.3540965	0.8137498
3190	0.1027427	0.09466964	0.08249429	0.1055235	0.2145879	0.625951	0.3023616	0.6590105
3191	0.5546328	0.4458531	0.4527108	0.5333184	0.721559	0.7610777	0.6401076	1.042702
3192	1.033568	0.8894674	0.8482362	1.003199	1.080657	1.116489	0.9951351	1.408822
3193	0.002561653	0.005255022	0.005435926	0.004169839	0.007408219	0.01249935	0.006047852	0.005960128
3194	0.002567933	0.005268989	0.005452476	0.004183338	0.00742187	0.01221541	0.006064508	0.005980935
3195	0.3995729	0.3543382	0.3230615	0.4191393	0.3888749	0.3200143	0.3339016	0.4303873
3196	1.142719	1.006795	0.9026567	1.141978	1.352276	1.25951	0.6630422	1.150701
3197	12.45704	11.15643	10.7037	13.12871	13.96051	11.66107	10.141	11.12664
3198	6.357263	5.620838	5.072232	6.55296	5.889743	5.97243	4.582873	6.125033
3199	13.90567	12.13584	11.71672	14.03432	13.12344	14.03605	9.708419	16.09363
3200	0.0661588	0.0569457	0.0419538	0.05935498	0.02573579	0.2887921	0.02992075	0.3590712
3201	3.800159	3.313722	3.143969	3.964329	3.380926	3.181923	2.950287	3.599299
3202	3.379534	2.925135	2.805093	3.382978	4.445551	4.021889	3.913953	2.28276
3203	1.879284	1.681557	1.588531	1.940875	1.692438	0.9026424	1.456398	1.239542
3204	0.8224441	0.7960624	0.7577708	0.8382435	1.245795	0.9055154	0.3492563	0.9266719
3205	0.5134371	0.461691	0.4241501	0.5031648	0.4402263	0.396097	0.3007666	0.2487488
3206	4.915737	4.271076	4.109117	5.085454	4.614629	4.147039	4.190886	6.023421
3207	0.1598294	0.1283216	0.1151541	0.1637911	0.1920977	0.1918258	0.0484822	0.8380777
3208	0.4785288	0.4400836	0.3332249	0.462673	0.8308971	0.9312705	0.4259892	0.848989
3209	0.3715227	0.3420812	0.3310696	0.3822602	0.4079625	1.041829	0.3776735	0.9065261
3210	12.75958	11.33262	11.2176	12.55399	13.87968	12.65174	9.014562	12.72148
3211	5.415414	4.751238	4.523415	5.792629	5.070855	5.807781	4.250754	6.202695
3212	49.90847	45.518	45.29121	51.34579	9.294571	14.7049	5.003416	30.72443
3213	0.1009076	0.08588955	0.08164925	0.09933256	0.1287603	0.1128921	0.08339893	0.03507241
3214	0.2817717	0.2277296	0.22955	0.2641362	0.287125	0.1776021	0.3049559	0.1982225
3215	3.402706	3.117532	2.891202	3.321159	2.739061	2.47677	2.826246	2.95846
3216	4.711306	4.262202	4.048579	5.047936	1.519734	1.983555	2.145693	0.7313204
3217	0.002647605	0.005569338	0.005739404	0.004656774	0.007545508	0.006622602	0.006392241	0.006751321
3218	28.79327	26.76843	23.49184	30.09195	30.09605	29.25526	25.95774	33.60235
3219	0.4049728	0.3698774	0.3234891	0.4090337	0.4126895	0.4442297	0.4227506	0.4691684
3220	0.2685291	0.2415185	0.2175943	0.2840852	0.1822679	0.1927154	0.1444055	0.3620568
3221	0.004444813	0.005594261	0.00573038	0.004752603	0.01476178	0.01141016	0.006412059	0.01371457
3222	1.480841	1.361663	1.239285	1.628326	1.548688	1.788255	1.17807	1.864743
3223	0.4339628	0.3500936	0.3452498	0.4384606	0.469129	0.2168178	0.5830597	0.2452603
3224	0.006200252	0.005862356	0.005688551	0.008103482	0.008611568	0.006652408	0.009054263	0.007382622
3225	0.3563103	0.3070995	0.2915274	0.396773	0.1798251	0.1627337	0.1258311	0.2869685
3226	0.1556883	0.1436822	0.1303074	0.164513	0.1759345	0.2216684	0.1781591	0.2579286
3227	11.5732	10.80064	10.00893	14.2431	6.704356	3.361598	8.403223	3.382502
3228	0.004996264	0.005590781	0.005628763	0.005487245	0.007505037	0.006644547	0.006391066	0.009037264
3229	0.3122865	0.2766876	0.2646053	0.2496903	0.6954832	0.995732	0.6083863	0.8830723
3231	0.008003882	0.005163639	0.00509175	0.003867762	0.01401348	0.009781892	0.005699003	0.007469667
3232	0.003162676	0.005154846	0.005094259	0.003870471	0.01258774	0.01699593	0.005696895	0.005620011
